"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_array_generator_happy_path","tests.tests_static_generator.algorithmic","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_algorithmic","",""
"","0","test_proprieta_mancante_type_errore","tests.tests_static_generator.algorithmic","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_algorithmic","",""
"","0","test_array_generator_wect_valido","tests.tests_static_generator.algorithmic","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_algorithmic","",""
"","0","test_uuid_generator_wect_valido","tests.tests_static_generator.algorithmic","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_algorithmic","",""
"","2","test_TC_003_errore_file_non_esistente","tests.tests_static_generator.schema_parser","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_schema_parser","",""
"","0","test_float_generator_bva_massimo_piu_1","tests.tests_static_generator.algorithmic","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_algorithmic","",""
"","0","test_string_generator_address","tests.tests_static_generator.algorithmic","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_algorithmic","",""
"","2","test_generate_non_numeric_n[bad_n2]","tests.tests_static_generator.engine","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_engine","",""
"","0","test_float_generator_bva_minimo_meno_1","tests.tests_static_generator.algorithmic","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_algorithmic","",""
"","0","test_choice_generator_wect_non_valido","tests.tests_static_generator.algorithmic","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_algorithmic","",""
"","0","test_generate_missing_schema","tests.tests_static_generator.engine","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_engine","",""
"","2","test_generate_non_numeric_n[dieci]","tests.tests_static_generator.engine","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_engine","",""
"","0","test_string_generator_city","tests.tests_static_generator.algorithmic","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_algorithmic","",""
"","18","test_generate_max_records","tests.tests_static_generator.engine","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_engine","",""
"","18","test_generate_max_plus_one_records","tests.tests_static_generator.engine","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_engine","",""
"","2","test_generate_non_numeric_n[bad_n3]","tests.tests_static_generator.engine","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_engine","",""
"","2","test_generate_typical_records","tests.tests_static_generator.engine","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_engine","",""
"","3","test_TC_002_wect_non_valido","tests.tests_static_generator.schema_parser","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_schema_parser","",""
"","0","test_array_generator_bva_massimo","tests.tests_static_generator.algorithmic","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_algorithmic","",""
"","1","test_generate_malformed_schema","tests.tests_static_generator.engine","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_engine","",""
"","0","test_object_generator_wect_non_valido","tests.tests_static_generator.algorithmic","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_algorithmic","",""
"","1","test_generate_unsupported_type","tests.tests_static_generator.engine","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_engine","",""
"","0","test_choice_generator_wect_valido","tests.tests_static_generator.algorithmic","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_algorithmic","",""
"","0","test_string_generator_non_supportato","tests.tests_static_generator.algorithmic","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_algorithmic","",""
"","2","test_generate_none_n","tests.tests_static_generator.engine","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_engine","",""
"","2","test_generate_non_numeric_n[3.14]","tests.tests_static_generator.engine","Mon Dec 22 09:05:51 UTC 2025","passed","Mon Dec 22 09:05:51 UTC 2025","","test_engine","",""
