"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","0","test_generate_wct[True-1-None-123]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"
    Testa che venga sollevato SchemaError se il JSON è valido
    ma non rispetta le specifiche di JSON Schema (es. tipo sconosciuto).
    ","1","test_invalid_schema_structure","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_schema_parser","",""
"Testa _validate_structure con tipo non valido (WECT: schema non valido).","1","test_validate_structure_invalid_type","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_schema_parser","",""
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","0","test_generate_wct[True-1-None-None]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"","1","test_generate_nested_object","tests.generators","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_algorithmic","",""
"Boundary Value Analysis sul costruttore.","0","test_engine_init_bva[schema2]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","1","test_generate_wct[True-100-None-123]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","1","test_generate_wct[True-100-Prompt di test-None]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Testa il caricamento di un file schema valido.","1","test_parse_valid_schema","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_schema_parser","",""
"Testa che un file vuoto sollevi SchemaError (boundary: file vuoto).","1","test_parse_empty_file","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_schema_parser","",""
"
    Testa che usando lo stesso seed, l'algoritmo generi gli stessi dati.
    ","3","test_reproducibility_with_seed","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","0","test_generate_wct[True-1-Prompt di test-None]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","5","test_generate_wct[False-100-None-123]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"","1","test_generate_uuid_format","tests.generators","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_algorithmic","",""
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","1","test_generate_wct[True-100-Prompt di test-123]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Testa il parsing di uno schema JSON Schema minimo valido (boundary: schema minimo).","1","test_parse_minimal_valid_schema","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_schema_parser","",""
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","6","test_generate_wct[False-100-None-None]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","6","test_generate_wct[False-100-Prompt di test-123]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"WECT: tutte le combinazioni di use_ai e seed per _get_generator_strategy.","0","test_get_generator_strategy_wect[True-42]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Testa il parametro count.","2","test_generate_algorithmic_multiple_records","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Testa _validate_structure con schema valido.","1","test_validate_structure_valid","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_schema_parser","",""
"","3","test_generate_array_constraints","tests.generators","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_algorithmic","",""
"Testa che SchemaError accetti e mostri il messaggio.","1","test_schema_error_message","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_schema_parser","",""
"Boundary Value Analysis sul parametro count.","42","test_generate_count_bva[1000]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Boundary Value Analysis sul parametro count.","1","test_generate_count_bva[1]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"WECT: tutte le combinazioni di use_ai e seed per _get_generator_strategy.","1","test_get_generator_strategy_wect[False-None]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","1","test_generate_wct[False-1-Prompt di test-None]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"
    Testa che passando use_ai=False venga usato l'AlgorithmicGenerator.
    ","1","test_generate_algorithmic_strategy_switch","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Testa che venga sollevato errore se il file non esiste.","0","test_file_not_found","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_schema_parser","",""
"Boundary Value Analysis sul parametro count.","1","test_generate_count_bva[10]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"","2","test_generate_enum","tests.generators","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_algorithmic","",""
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","1","test_generate_wct[False-1-None-None]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"","1","test_generate_integer_constraints","tests.generators","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_algorithmic","",""
"","1","test_generate_const","tests.generators","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_algorithmic","",""
"Testa la generazione di un singolo record (Algoritmico).","1","test_generate_algorithmic_single_record","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","0","test_generate_wct[True-1-Prompt di test-123]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Boundary Value Analysis sul parametro count.","1","test_generate_count_bva[0]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"
    Testa che due generatori inizializzati con lo stesso seed
    producano ESATTAMENTE gli stessi dati complessi.
    ","3","test_reproducibility_with_seed","tests.generators","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_algorithmic","",""
"WECT: tutte le combinazioni di use_ai e seed per _get_generator_strategy.","1","test_get_generator_strategy_wect[False-42]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"File esistente, JSON valido, schema valido.","0","test_parse_file_exists_json_invalid_schema_valid","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_schema_parser","",""
"Testa che un file con un solo carattere non valido sollevi SchemaError.","0","test_parse_single_char_file","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_schema_parser","",""
"Boundary Value Analysis sul costruttore.","0","test_engine_init_bva[schema3]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Verifica che la funzione add sommi correttamente due numeri.","0","test_addition","tests","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_test_pipeline","",""
"Boundary Value Analysis sul costruttore.","0","test_engine_init_bva[None]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","5","test_generate_wct[False-100-Prompt di test-None]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Testa _validate_structure con proprietà con tipo errato.","1","test_validate_structure_invalid_property_type","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_schema_parser","",""
"Worst Case Testing: tutte le combinazioni di use_ai, count, ai_prompt, seed.","1","test_generate_wct[False-1-None-123]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"","1","test_generate_string","tests.generators","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_algorithmic","",""
"Boundary Value Analysis sul costruttore.","0","test_engine_init_bva[schema1]","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_engine","",""
"Testa che venga sollevato SchemaError se il file non è un JSON valido.","0","test_invalid_json_syntax","tests.core","Thu Nov 27 14:19:15 UTC 2025","passed","Thu Nov 27 14:19:15 UTC 2025","","test_schema_parser","",""
